Autor_Tema_Publicação;Citação
Graciliano_Ramos;Publicações Europa-América, Editor : Francisco Lyon de Castro, Gráfica Europam, Lda., Mira-Sintra, Edição n°40 914/3768
Graciliano_Ramos;A primeira coisa que guardei na memória foi um vaso de louça vidrada, cheio de pitombas, escondido atrás de uma porta.Pág.13
Graciliano_Ramos;Disseram-me depois que a escola nos servira de pouso numa viagem. Tinhamos deixado a cidadezinha onde vivíamos, em Alagoas, entrávamos no sertão de Pernambuco, eu, meu pai, minha mãe, duas irmãs.Pág.14
Graciliano_Ramos;Quem dormiu no chão deve lembra-se disto, impor-se disciplina, sentar-se em cadeiras duras, escrever em tábuas estreitas. Escreverá talvez asperezas, mas é delas que a vida é feita: inútil negá-las, controná-las, envovê-las em gaze.
Graciliano_Ramos;"Se a única coisa que de o homem terá certeza é a morte; a única certeza do brasileiro é o carnaval no próximo ano."
Graciliano_Ramos;Se a igualdade entre os homens- que busco e desejo- for o desrespeito ao ser humano, fugirei dela.
Gracindo_Júnior;Não chega a ser um Mensalão
Gracyanne_Barbosa;A lei da mente é implacável. O que você pensa, você cria. O que você sente, você atrai. O que você acredita, torna-se realidade. Você terá que aprender, que a vida só dá asas, a quem não tem medo de cair.
Graham_Coxon;Era um bando de idiotas.
Graham_Greene;"A vingança é salutar ao caráter; dela brota o perdão."
Graham_Greene;Os comunistas têm cometido grandes crimes, mas, pelo menos, não têm ficado à margem, como uma sociedade estabelecida, nem têm sido indiferentes. Eu preferiria ter sangue nas mãos a ter água, como Pilatos.
Graham_Greene;Desespero é o preço que se paga ao se dar um objetivo impossível.
Graham_Greene;O comissário de bordo apanhou o último cartão de desembarque e ficou a observar os passageiros que atravessavam o cais cinzento e molhado, sobre uma vastidão de trilhos e sinais, desaparecendo atrás de caminhões abandonados.
Graham_Greene;Ali estavam as palavras incríveis que a desobrigavam de necessidade de retribuição ou de recusar suas gentilezas: o encanto e o espírito eram considerados coisas mais valiosas do que qualquer presente que ele lhe oferecesse e, se uma jovem era amada,mesmo as mulheres velhas e experientes admitiriam que ela tinha o direito de recebê-los sem jamais dar nada em troca.
Graham_Greene;"Lamentava tê-la envolvido naquilo, mas só o lamentava porque o poderia ter lamentado uma mentira necessária. Reconhecera sempre a necessidade de sacrificar a sua própria integridade; só u m partido que estivesse no poder poderia possuir escrúpulos; escrúpulos de sua parte seriam uma confissão de que ele duvidava do valor supremo de sua causa."
Graham_Greene;Ao contrário de Wormold, que não acreditava em nada, Milly era católica: ele tivera de prometer à sua mãe, antes do casamento, que assim seria. Agora a mãe, pensava ele, não tinha fé alguma, mas deixara-lhe uma católica nas mãos.
Graham_Greene;Nossas vozes iam ficando cada vez mais altas na escuridão sob a estátua. Como todas as brigas desse tipo, não levou a nada, apenas a uma ferida que sara com facilidade. Há lugar para tantas feridas diferentes antes de percebermos que estamos arrancando uma velha crosta.
Graham_Greene;Nenhum de nós jamais morreria por amor. Iríamos sofrer e nos separar e encontrar outra pessoa. Pertencía-mos ao mundo da comédia, não ao da tragédia.
Graham_Greene;"A transitoriedade era a minha pigmentação; minhas raízes jamais penetrariam tão profundamente em qualquer lugar a ponto de me proporcionar um lar ou me fazer sentir seguro como o amor."
Graham_Greene;Desde que ingressara na firma, como um jovem recruta, há mais de trinta anos, Castle sempre almoçava num restaurante atrás da Sr. James´s Street, não muito longe do escritório.
Graham_Greene;Buller estava lambendo as chamadas partes íntimas com o mesmo prazer de um conselheiro municipal a tomar sopa.
Graham_Greene;E ele pôs na vitrola A hard day´s night.
Grama;Por conhecer as árvores, compreendo o sentido da paciência. Por conhecer a grama, dou valor à persistência.
Grama;"Não me sinto insubstituível... Não passo de grama que cresce no chão; quando a grama morre, nasce outra no lugar..."
Grama;Um marido e sua esposa são tão íntimos como um corpo e sua sombra, as flores e seus frutos, ou as raízes e suas folhas em cada existência da vida. Os insetos comem as árvores em que vivem, e os peixes bebem da água em que nadam. Se a grama murcha, as orquídeas sofrem, e se os pinheiros prosperam, os carvalhos exultam. Mesmo as arvores e as gramas estão intimamente relacionadas.
Grama;Em briga de elefantes, quem mais sofre é a grama.
Grama;A grama sempre é mais verde do outro lado.
Grama;É a alegre garoa que faz crescer a grama bela.
Grande_Otelo;Todo ator é um sentimental. Do contrário não seria ator. A gente tem de ser um doido, um sentimental, um idealista. Se não for assim, não poderá ser um bom ator.
Grande_Otelo;No alto das laranjeiras
Grande_Otelo;Na Bahia lendária do moço Caymmi e do cientista Fernando Luz Filho ou da rua Chile e do Castelo de Sevy, o moleque Othelo incontinentemente quis bater na barriga do diretor que era você, o moço Maria e não pôde porque, engraçado, quanto mais uma barriga estufa, menos se lhe pode bater, não é, moço Maria?
Grande_Otelo;Tenho estado arrasado, embora não o pareça, pelo fato de não ser ouvido nas idéias que tenho.
Grande_Sertão:_Veredas;"O sertão não tem janelas nem portas. E a regra é assim: ou o senhor bendito governa o sertão, ou o sertão maldito vos governa... (p. 374);"
Grande_Sertão:_Veredas;"O sertão me produz, depois me engoliu, depois me cuspiu do quente da boca... (p. 443);"
Grande_Sertão:_Veredas;"O sertão é do tamanho do mundo (p. 59);"
Grande_Sertão:_Veredas;"O sertão é sem lugar (p. 268);"
Grande_Sertão:_Veredas;"Sertão é isto, o senhor sabe: tudo incerto, tudo certo (p. 121);"
Grande_Sertão:_Veredas;O sertão tem medo de tudo (p. 237).
Grande_Sertão:_Veredas;De dia, é um horror de quente, mas para a noitinha refresca, e de madrugada se escorripicha o frio, o senhor isto sabe.
Grande_Sertão:_Veredas;Eu quase que de nada não sei. Mas desconfio de muita coisa
Grande_Sertão:_Veredas;Sertão é onde manda quem é forte, com as astúcias. Deus mesmo, quando vier, que venha armado!
Gratidão;"A gratidão é um fruto de grande cultura; não se encontra entre gente vulgar."
Gratidão;A gratidão da maioria dos homens não passa de um desejo secreto de receber maiores favores.
Gratidão;Se recolhes um cachorro faminto e lhe deres conforto ele não te morderá. Eis a diferença entre o cachorro e o homem.
Gratidão;Quem acolhe um benefício com gratidão, paga a primeira prestação da sua dívida.
Gratidão;Interrogado sobre o que envelhece logo, disse: 'A gratidão'.
Gratidão;A ingratidão é filha da soberba.
Gratidão;Vale a pena experimentar também a ingratidão para encontrar um homem grato.
Gratidão;Feliz de quem recebeu do céu um pedaço de pão e não precisa de agradecer a ninguém além do próprio céu
Gratidão;Agradecidos são aqueles que ainda têm algo a pedir.
Gratidão;A ingratidão é sempre uma forma de fraqueza. Nunca vi homens hábeis serem ingratos.
Gratidão;O símbolo dos ingratos / não é a Serpente, é o Homem.
Gratidão;Não há no mundo exagero mais belo que a gratidão.
Gratidão;A gratidão é o único tesouro dos humildes.
Gratidão;A gratidão tem memória curta.
Gratidão;A gratidão é uma dívida que os filhos nem sempre aceitam no inventário.
Gratidão;A gratidão é a virtude das almas nobres.
Gratidão;A gratidão é a memória do coração.
Graves_B._Erskine;A vitória nunca esteve em dúvida.
Grazi_Massafera;A Playboy é mais fácil. Você vai ali e, pá! Pronto. Não tem movimento, não tem criança assistindo. Em novela é muito pior. Quase morri.
Grazi_Massafera;Algumas pessoas teimam em dizer que tenho problema com essa época do 'BBB'. É a minha história e tenho o maior orgulho dela.
Grazi_Massafera;Num primeiro momento, não acreditei em mim. Mas resolvi tentar e fui fazer aula na Oficina de Atores [da Globo]. Apareceram outros trabalhos e fui ganhar dinheiro. Aí, me chamaram [os diretores da TV] novamente e disseram: 'É séria [a proposta]. Você quer ou não virar atriz?' Aí me dediquei três meses em tempo integral
Grazi_Massafera;Eu era mais vaidosa. Cuidava muito do externo e achava que estava sempre fazendo a coisa certa, pintando e torrando o cabelo na chapinha. E hoje minha vaidade é cuidar do meu sono, do que eu como. É uma relação que não pode ser de tortura. Ruga aparece, bunda cai
Grazi_Massafera;Um mês antes de engravidar, sonhei com uma menina brincando dentro de casa. Pensei: 'Quem é essa pessoinha que não conheço, mas já amo tanto?' Por isso, ao descobrir a gravidez, sabia o sexo
Graziella_Moretto;Estou dando de mamar em São Paulo, trabalhando no Rio e assobiando na ponte aérea, para não perder tempo
Greg_Abbott;Nosso Criador nos deu o direito à vida, mas a cada ano milhões de crianças perdem o direito à vida devido ao aborto. No Texas, trabalhamos para salvar essas vidas e foi exatamente isso que a legislatura do Texas fez nesta sessão.
Greg_Walden;Eu estou aberto à escuta todos os lados nesta. Nós queremos certificar-se que os doutores estão compensados adequadamente.
Gregor_Mendel;O surgimento da genética moderna deveu-se às descobertas de Gregor Mendel.
Gregor_Strasser;Nós somos socialistas, nós somos inimigos do atual sistema econômico capitalista para a exploração dos economicamente fracos, com seus salários injustos, com sua indecorosa avaliação do ser humano de acordo com a riqueza e a propriedade em vez de sua responsabilidade e desempenho, e nós estamos todos determinados a destruir esse sistema sob todas as condições.
Gregor_Strasser;A emancipação dos trabalhadores alemães será realizada por sua participação nos lucros, participação na propriedade e participação no sucesso.
Gregor_Strasser;Devemos pegar da direita o nacionalismo sem o capitalismo e da esquerda o socialismo sem internacionalismo.
Gregorio_Marañón;Quase sempre que um casamento segue bem, é porque um dos esposos manda e o outro obedece.
Gregorio_Nicanor_Peña_Rodríguez;Cristo deve ser anunciado ao povo a fim de que com a sua mensagem, juntos possamos desarraigar a violência da sociedade.
Gregorio_Rosa_Chávez;A política no país está muito desacreditada, quase prostituída, e é preciso recuperá-la, porque é uma profissão nobre. Os funcionários públicos, em todos os níveis, devem assumir suas responsabilidades, do Presidente da República até o último prefeito ou assessor. O país está em crise, está em pedaços, e para poder reconstrui-lo necessitamos de líderes com muito senso de responsabilidade, pessoas que sejam dignas de confiança.
Gregory_Itzin;O meu amigo Greg Itzin faleceu hoje. Era um dos atores mais talentosos com quem tive a honra de trabalhar, mas mais do que isso, era um excelente tipo. Ele fará falta à sua família '24', que não tinha menos do que amor e respeito por ele. Deixaste a tua marca, agora descansa em paz amigo.
Gregory_John_Bittman;Apesar das perdas que sofreram, apesar das forças que procuram nos dividir, nos reunimos como um só povo, unidos na fé. Peço orações contínuas por todos os irmãos e irmãs indígenas, especialmente por aqueles que perderam suas igrejas missionárias, inclusive a mais recente em Hedley e Chopaka.
Gregory_John_Hartmayer;Devemos apoiar todas as vítimas da violência e nos solidarizarmos com aqueles que são vulneráveis ​​em nossas comunidades.
Gregory_Joseph_Burke;Eu vejo a comunicação da Santa Sé como um grande navio que manobra lentamente. Não entrarei nessa máquina ao estilo dos marines, mas o farei com prudência. Para mim é um desafio. Não tenho planos, mas espero poder dar uma mão para que essa antiga máquina comunicadora possa dar um passo adiante
Gregório_III_Laham;A guerra no Iraque e a situação na Terra Santa são golpes mortais para os cristãos no Oriente Médio. Querendo ou não, acabamos etiquetados como a quinta-coluna do Ocidente. Mas a força do fundamentalismo está na fraqueza do chamado Ocidente cristão. O fundamentalismo é uma doença que se desencadeia e se afirma diante do vazio da modernidade ocidental, que usa o cristianismo só como cobertura ideológica.
Gregório_Paixão;Quer para a celebração privada, quer para grupo de fiéis, não causou problemas de ordem pastoral e não há exclusão da Reforma Litúrgica, nos ditames do Concílio Vaticano II e do Magistério dos Sumos Pontífices.
Gregório_de_Matos;Porém, se acaba o Sol, por que nascia? Se é tão formosa a Luz, por que não dura?
Greta_Garbo;Sou o que o adolescente jamais encontrará, o que o velho procurou em vão durante meio século, o que a mulher desejava ter para segurar quem a deixou. Compreendem, então, por que me escondo? Não quero que os sonhos acabem.
Greta_Garbo;Eu nasci. Eu tinha mãe e pai. Morei em uma casa. Eu fui para a escola. Que diferença faz?
Greta_Garbo;Eu sou uma mulher que é infiel a um milhão de homens.
Greta_Garbo;Nunca disse, Eu quero ficar sozinha. Eu apenas disse, Eu quero ser deixada em paz. Existe uma grande diferença.
Greta_Garbo;A vida seria tão maravilhosa se nós soubéssemos o que fazer com ela.
Greta_Garbo;Cada um de nós vive a sua vida apenas uma vez, se formos honestos, viver uma vez é suficiente.
Greta_Garbo;Parece haver uma lei que rege todas as nossas ações, então eu nunca faço planos.
Greta_Garbo;Existem alguns que querem se casar, e outros que não. Nunca tive um impulso para ir para o altar. Eu sou uma pessoa difícil de conduzir.
Gretchen;Com uma parte da grana do pagamento, comprei uma casa no Recife e com a outra organizei a vida de todos que dependem de mim... Também realizei investimentos. Não divulguei o valor na época porque o sigilo era contratual, mas hoje posso dizer que, somando tudo, ele me rendeu, aproximadamente, um milhão e meio.
Gretchen;Era uma oportunidade. Pensei muito, consultando meus filhos, amigos, mãe e irmã. A Sula, não, pois sabia que criticaria. Meus três filhos mais velhos também me ouviram e, apesar de deixarem claro que não concordavam e que preferiam que eu não fizessem, respeitaram a minha decisão.
Gretchen;Para meus filhos, acostumados com a mãe na boca do povo, nada mudou. Eu sabia disso. Eles são maduros para entender que a Gretchen só existe no meio artístico. Em casa é a Maria Odete, a mãe deles. Thammy tem o hábito de levar tudo no bom humor. É o típico brasileiro que adora fazer uma piada. Gostamos desse seu lado leve e engraçado de ver a vida.
Gretchen;Paguei e ainda estou pagando, talvez pegue eternamente. Em contrapartida, não me arrependo do dinheiro recebido. Na época, eu frequentava a igreja evangélica e foi horrível conviver com o julgamento de algumas pessoas. Me arrependo, e isso é um direito meu. Odiei e jamais faria novamente.
Gretchen;Hoje eu me arrumei por que tive que fazer uma entrevista num órgão público daqui. É que estou procurando um emprego. Até porque, gente, sou uma pessoa normal. Não é um emprego assim, faxineira, para cuidar de criança... Ah, um emprego...
Grey's_Anatomy;Grey's Anatomy at BuddyTV
Grey's_Anatomy;Grey's Anatomy WikiGrey's Anatomy Info
Grey's_Anatomy_(Temporada_1);Ellen Pompeo - Meredith Grey
Grey's_Anatomy_(Temporada_1);Justin Chambers - Alex Karev
Grey's_Anatomy_(Temporada_1);T. R. Knight - George O'Malley
Grey's_Anatomy_(Temporada_1);Katherine Heigl - Izzie Stevens
Grey's_Anatomy_(Temporada_1);Sandra Oh - Cristina Yang
Grey's_Anatomy_(Temporada_1);Chandra Wilson - Miranda Bailey
Grey's_Anatomy_(Temporada_1);James Pickens, Jr. - Richard Webber
Grey's_Anatomy_(Temporada_1);Patrick Dempsey - Derek Shepherd
Grey's_Anatomy_(Temporada_1);Isaiah Washington - Preston Burke
Grey's_Anatomy_(Temporada_1);Kate Walsh - Addison Montgomery
Grey's_Anatomy_(Temporada_10);Ellen Pompeo - Meredith Grey
Grey's_Anatomy_(Temporada_10);Justin Chambers - Alex Karev
Grey's_Anatomy_(Temporada_10);Sandra Oh - Cristina Yang
Grey's_Anatomy_(Temporada_10);Chandra Wilson - Miranda Bailey
Grey's_Anatomy_(Temporada_10);James Pickens - Richard Webber
Grey's_Anatomy_(Temporada_10);Patrick Dempsey - Derek Shepherd
Grey's_Anatomy_(Temporada_10);Eric Dane - Mark Sloan
Grey's_Anatomy_(Temporada_10);Sara Ramírez - Callie Torres
Grey's_Anatomy_(Temporada_10);Kevin McKidd - Owen Hunt
Grey's_Anatomy_(Temporada_10);Jessica Capshaw - Arizona Robbins
Grey's_Anatomy_(Temporada_10);Jesse Williams - Jackson Avery
Grey's_Anatomy_(Temporada_10);Sarah Drew - April Kepner
Grey's_Anatomy_(Temporada_10);Camilla Luddington - Jo Wilson
Grey's_Anatomy_(Temporada_10);Gaius Charles - Shane Ross
Grey's_Anatomy_(Temporada_10);Jerrika Hinton - Stephanie Edwards
Grey's_Anatomy_(Temporada_10);Tina Majorino - Heather Brooks
Grey's_Anatomy_(Temporada_2);Ellen Pompeo - Meredith Grey
Grey's_Anatomy_(Temporada_2);Justin Chambers - Alex Karev
Grey's_Anatomy_(Temporada_2);T. R. Knight - George O'Malley
Grey's_Anatomy_(Temporada_2);Katherine Heigl - Izzie Stevens
Grey's_Anatomy_(Temporada_2);Sandra Oh - Cristina Yang
Grey's_Anatomy_(Temporada_2);Chandra Wilson - Miranda Bailey
Grey's_Anatomy_(Temporada_2);James Pickens, Jr. - Richard Webber
Grey's_Anatomy_(Temporada_2);Patrick Dempsey - Derek Shepherd
Grey's_Anatomy_(Temporada_2);Isaiah Washington - Preston Burke
Grey's_Anatomy_(Temporada_2);Kate Walsh - Addison Montgomery
Grey's_Anatomy_(Temporada_2);Eric Dane - Mark Sloan
Grey's_Anatomy_(Temporada_2);Brooke Smith - Erica Hahn
Grey's_Anatomy_(Temporada_3);Ellen Pompeo - Meredith Grey
Grey's_Anatomy_(Temporada_3);Justin Chambers - Alex Karev - Justin Chambers
Grey's_Anatomy_(Temporada_3);T. R. Knight - George O'Malley
Grey's_Anatomy_(Temporada_3);Katherine Heigl - Izzie Stevens
Grey's_Anatomy_(Temporada_3);Sandra Oh - Cristina Yang
Grey's_Anatomy_(Temporada_3);James Pickens, Jr. - Richard Webber
Grey's_Anatomy_(Temporada_3);Patrick Dempsey - Derek Shepherd
Grey's_Anatomy_(Temporada_3);Isaiah Washington - Preston Burke
Grey's_Anatomy_(Temporada_3);Kate Walsh - Addison Montgomery
Grey's_Anatomy_(Temporada_3);Eric Dane - Mark Sloan
Grey's_Anatomy_(Temporada_3);Chyler Leigh - Lexie Grey
Grey's_Anatomy_(Temporada_3);Brooke Smith - Erica Hahn
Grey's_Anatomy_(Temporada_4);Ellen Pompeo - Meredith Grey
Grey's_Anatomy_(Temporada_4);Justin Chambers - Alex Karev
Grey's_Anatomy_(Temporada_4);T. R. Knight - George O'Malley
Grey's_Anatomy_(Temporada_4);Katherine Heigl - Izzie Stevens
Grey's_Anatomy_(Temporada_4);Sandra Oh - Cristina Yang
Grey's_Anatomy_(Temporada_4);Chandra Wilson - Miranda Bailey
Grey's_Anatomy_(Temporada_4);James Pickens - Richard Webber
Grey's_Anatomy_(Temporada_4);Patrick Dempsey - Derek Shepherd
Grey's_Anatomy_(Temporada_4);Eric Dane - Mark Sloan
Grey's_Anatomy_(Temporada_4);Sara Ramírez - Callie Torres
Grey's_Anatomy_(Temporada_4);Chyler Leigh - Lexie Grey
Grey's_Anatomy_(Temporada_4);Brooke Smith - Erica Hahn
Grey's_Anatomy_(Temporada_5);Ellen Pompeo - Meredith Grey
Grey's_Anatomy_(Temporada_5);Justin Chambers - Alex Karev
Grey's_Anatomy_(Temporada_5);T. R. Knight - George O'Malley
Grey's_Anatomy_(Temporada_5);Katherine Heigl - Izzie Stevens
Grey's_Anatomy_(Temporada_5);Sandra Oh - Cristina Yang
Grey's_Anatomy_(Temporada_5);Chandra Wilson - Miranda Bailey
Grey's_Anatomy_(Temporada_5);James Pickens - Richard Webber
Grey's_Anatomy_(Temporada_5);Patrick Dempsey - Derek Shepherd
Grey's_Anatomy_(Temporada_5);Eric Dane - Mark Sloan
Grey's_Anatomy_(Temporada_5);Sara Ramírez - Callie Torres
Grey's_Anatomy_(Temporada_5);Chyler Leigh - Lexie Grey
Grey's_Anatomy_(Temporada_5);Brooke Smith - Erica Hahn
Grey's_Anatomy_(Temporada_5);Kevin McKidd - Owen Hunt
Grey's_Anatomy_(Temporada_5);Jessica Capshaw - Arizona Robbins
Grey's_Anatomy_(Temporada_6);Ellen Pompeo - Meredith Grey
Grey's_Anatomy_(Temporada_6);Justin Chambers - Alex Karev
Grey's_Anatomy_(Temporada_6);Katherine Heigl - Izzie Stevens
Grey's_Anatomy_(Temporada_6);Sandra Oh - Cristina Yang
Grey's_Anatomy_(Temporada_6);Chandra Wilson - Miranda Bailey
Grey's_Anatomy_(Temporada_6);James Pickens, Jr. - Richard Webber
Grey's_Anatomy_(Temporada_6);Patrick Dempsey - Derek Shepherd
Grey's_Anatomy_(Temporada_6);Eric Dane - Mark Sloan
Grey's_Anatomy_(Temporada_6);Sara Ramírez - Callie Torres
Grey's_Anatomy_(Temporada_6);Chyler Leigh - Lexie Grey
Grey's_Anatomy_(Temporada_6);Kevin McKidd - Owen Hunt
Grey's_Anatomy_(Temporada_6);Jessica Capshaw - Arizona Robbins
Grey's_Anatomy_(Temporada_6);Kim Raver - Teddy Altman
Grey's_Anatomy_(Temporada_6);Jesse Williams - Jackson Avery
Grey's_Anatomy_(Temporada_6);Sarah Drew - April Kepner
Grey's_Anatomy_(Temporada_7);Ellen Pompeo - Meredith Grey
Grey's_Anatomy_(Temporada_7);Justin Chambers - Alex Karev
Grey's_Anatomy_(Temporada_7);Katherine Heigl - Izzie Stevens
Grey's_Anatomy_(Temporada_7);Sandra Oh - Cristina Yang
Grey's_Anatomy_(Temporada_7);Chandra Wilson - Miranda Bailey
Grey's_Anatomy_(Temporada_7);James Pickens, Jr. - Richard Webber
Grey's_Anatomy_(Temporada_7);Patrick Dempsey - Derek Shepherd
Grey's_Anatomy_(Temporada_7);Eric Dane - Mark Sloan
Grey's_Anatomy_(Temporada_7);Sara Ramírez - Callie Torres
Grey's_Anatomy_(Temporada_7);Chyler Leigh - Lexie Grey
Grey's_Anatomy_(Temporada_7);Kevin McKidd - Owen Hunt
Grey's_Anatomy_(Temporada_7);Jessica Capshaw - Arizona Robbins
Grey's_Anatomy_(Temporada_7);Kim Raver - Teddy Altman
Grey's_Anatomy_(Temporada_7);Jesse Williams - Jackson Avery
Grey's_Anatomy_(Temporada_7);Sarah Drew - April Kepner
Grey's_Anatomy_(Temporada_8);Ellen Pompeo - Meredith Grey
Grey's_Anatomy_(Temporada_8);Justin Chambers - Alex Karev
Grey's_Anatomy_(Temporada_8);Sandra Oh - Cristina Yang
Grey's_Anatomy_(Temporada_8);Chandra Wilson - Miranda Bailey
Grey's_Anatomy_(Temporada_8);James Pickens, Jr. - Richard Webber
Grey's_Anatomy_(Temporada_8);Patrick Dempsey - Derek Shepherd
Grey's_Anatomy_(Temporada_8);Eric Dane - Mark Sloan
Grey's_Anatomy_(Temporada_8);Sara Ramírez - Callie Torres
Grey's_Anatomy_(Temporada_8);Chyler Leigh - Lexie Grey
Grey's_Anatomy_(Temporada_8);Kevin McKidd - Owen Hunt
Grey's_Anatomy_(Temporada_8);Jessica Capshaw - Arizona Robbins
Grey's_Anatomy_(Temporada_8);Kim Raver - Teddy Altman
Grey's_Anatomy_(Temporada_8);Jesse Williams - Jackson Avery
Grey's_Anatomy_(Temporada_8);Sarah Drew - April Kepner
Grey's_Anatomy_(Temporada_9);Ellen Pompeo - Meredith Grey
Grey's_Anatomy_(Temporada_9);Justin Chambers - Alex Karev
Grey's_Anatomy_(Temporada_9);Sandra Oh - Cristina Yang
Grey's_Anatomy_(Temporada_9);Chandra Wilson - Miranda Bailey
Grey's_Anatomy_(Temporada_9);James Pickens - Richard Webber
Grey's_Anatomy_(Temporada_9);Patrick Dempsey - Derek Shepherd
Grey's_Anatomy_(Temporada_9);Eric Dane - Mark Sloan
Grey's_Anatomy_(Temporada_9);Sara Ramírez - Callie Torres
Grey's_Anatomy_(Temporada_9);Kevin McKidd - Owen Hunt
Grey's_Anatomy_(Temporada_9);Jessica Capshaw - Arizona Robbins
Grey's_Anatomy_(Temporada_9);Jesse Williams - Jackson Avery
Grey's_Anatomy_(Temporada_9);Sarah Drew - April Kepner
Grey's_Anatomy_(Temporada_9);Camilla Luddington - Jo Wilson
Grey's_Anatomy_(Temporada_9);Gaius Charles - Shane Ross
Grey's_Anatomy_(Temporada_9);Jerrika Hinton - Stephanie Edwards
Grey's_Anatomy_(Temporada_9);Tina Majorino - Heather Brooks
Grimpoteuthis;Se parece tanto com um boneco na vida real que realmente não tive de alterar nada quando o desenhei.
Gritos_de_torcidas;Sou brasileiro, com muito orgulho, com muito amor. ~ Torcida brasileira
Gritos_de_torcidas;Ah, eu tô maluco! ~ Várias torcidas do Brasil
Gritos_de_torcidas;Eeeee, lê lê ô, lê lê ô, lê lê ô, lê lê ô, Brasil! ~ Torcida brasileira
Gritos_de_torcidas;Aha, uhu, o Maraca é nosso! ~ Torcidas brasileiras no estádio do Maracanã
Gritos_de_torcidas;Ôoooo melhor do mundo ~ Kaká
Gritos_de_torcidas;O Seu Terror
Gritos_de_torcidas;A Cada Dia Te Quero Mais
Gritos_de_torcidas;Campeão Dos Campeões
Gritos_de_torcidas;Galinha sem História
Gritos_de_torcidas;Loco, loco, loco
Gritos_de_torcidas;Olê, olê, olê, olê, olê
Gritos_de_torcidas;Vai lá, vai lá, vai lá
Gritos_de_torcidas;A maré tá cheia
Gritos_de_torcidas;Melhor goleiro do Brasil
Gritos_de_torcidas;Eu, sempre te amarei,
Gritos_de_torcidas;Ôh! Obina é melhor que Eto'o!
Gritos_de_torcidas;Vem , vem amor, na poesia desse mar de amor,
Gritos_de_torcidas;Libertadore fez história,
Gritos_de_torcidas;Meeeeeeengo! Meeeeeeeeeengo! Meeeeeeeeeengo!
Gritos_de_torcidas;Chora vascaíno, o sonho acabou,
Groucho_Marx;Eu fui casado por um juiz. Eu deveria ter pedido por um júri.
Groucho_Marx;Acho a televisão muito educativa. Toda as vezes que alguém liga o aparelho, vou para outra sala e leio um livro.
Groucho_Marx;O matrimônio é a principal causa do divórcio.
Groucho_Marx;O matrimônio é uma grande instituição. Naturalmente, se você gostar de viver em uma instituição.
Groucho_Marx;Só há um forma de saber se um homem é honesto... pergunte-o. Se ele disser 'sim', então você sabe que ele é corrupto.
Groucho_Marx;Eu nunca faria parte de um clube que me aceitasse como sócio.
Groucho_Marx;Eu corri atrás de uma garota por dois anos apenas para descobrir que os seus gostos eram exatamente como os meus: Nós dois éramos loucos por garotas.
Groucho_Marx;Eu não posso dizer que não discordo de você.
Groucho_Marx;Eu pretendo viver para sempre, ou morrer tentando.
Groucho_Marx;Eu bebo para fazer as outras pessoas interessantes.
Groucho_Marx;Eu quero ser cremado. Um décimo das minhas cinzas devem ser dadas ao meu agente, assim como está escrito em nosso contrato.
Groucho_Marx;Case-se comigo e eu nunca mais irei olhar para outro cavalo!
Groucho_Marx;Inteligência Militar é uma contradição em termos.
Groucho_Marx;Eu nunca esqueço um rosto, mas, no seu caso, vou abrir uma exceção
Groucho_Marx;Do momento em que peguei seu livro até o que larguei, eu não consegui parar de rir. Um dia, eu pretendo lê-lo
Groucho_Marx;Por que eu deveria me importar com a posteridade? Ela nunca fez nada por mim.
Groucho_Marx;Por trás de cada homem de sucesso há uma mulher, atrás dela está a esposa dele
Groucho_Marx;Eu me lembro da primeira vez que fiz sexo. Guardei até o recibo
Groucho_Marx;Um brinde a nossas esposas e namoradas: que elas nunca se encontrem!
Grover_Cleveland;Eu tentei tanto para fazer o que era certo.
Grupo_étnico;Acho que a etnia não define a sexualidade de ninguém.
Grzegorz_Ryś;Para evangelizar verdadeiramente os jovens, não se deve julgar, mas realmente entender quais são os valores em que eles acreditam, para conduzi-los ao encontro com Jesus.
Grávida_de_Taubaté;A gente estava em dúvida porque era esdrúxula aquela barriga
Grávida_de_Taubaté;...essa mulher não está grávida e eu quero desmascarar ela
Grávida_de_Taubaté;...eu não acho que ela está grávida
Grécia;Na Grécia a gente tem vontade de se banhar no céu.
Grégoire_Chamayou;É o olhar que mata. Não mais, portanto, vigiar e punir, mas vigiar e aniquilar.
Grégoire_Pierre_Melki;Na Quaresma nós fazemos uma luta contra todas as fontes do mal e isso não se pode fazer sozinho, contamos com alguém. E esse alguém é Jesus crucificado, Jesus morto na cruz .É um convite para entrar em si mesmo e dizer a Jesus: Nós acreditamos na tua cruz, aceitamos a tua cruz em nossa vida, e queremos viver contigo todos os sofrimentos.
Gualtiero_Bassetti;A pandemia parece ter suspendido todas as esferas da vida, mas o Salvador continua nascendo para nós e em nós: Deus não nos deixa sozinhos. Estou convencido de que a experiência da doença, que também eu enfrentei e estou superando pela graça de Deus, nos permite valorizar o que realmente importa
Gualtiero_Sigismondi;O Papa tinha me manifestado a ideia várias vezes, então eu percebi que a viagem tinha tomado forma porque, em nosso último encontro, o Santo Padre me fez ver que conhecia precisamente a distância e o tempo de viagem até Spello! Na véspera de Natal, conheci o programa e essa alegria que não podia compartilhar com ninguém marcou todas as celebrações desses dias.
Guel_Arraes;Vivo nessa tensão: se inquietamos demais o público, ele nos abandona. Se o cativamos demais, a crítica nos abandona
